Time (d), O2 MC1 (%), CO2 MC1 (%), Time (d), O2 MC2 (%), CO2 MC2 (%), pH MC2, DO MC2 (uM), Time (d), O2 MC3 (%), CO2 MC3 (%), Time (d), O2 MC4 (%), CO2 MC4 (%), Time (d), O2 MC5 (%), CO2 MC5 (%), pH MC5, DO MC5 (uM), Time (d), O2 MC6 (%), CO2 MC6 (%)
42.73145,20.74,0.245,42.7329,20.71,0.24,6.51,181.82,42.7344,20.74,0.225,42.7358,20.69,0.239,42.7373,20.79,0.194,6.72,246.27,42.7388,20.74,0.223
42.77315,20.73,0.247,42.7746,20.7,0.235,6.51,181.11,42.7761,20.75,0.227,42.7775,20.7,0.236,42.779,20.78,0.194,6.72,245.86,42.7805,20.73,0.223
42.81484,20.73,0.245,42.8163,20.69,0.243,6.51,181.88,42.8178,20.71,0.23,42.8192,20.66,0.233,42.8207,20.76,0.194,6.72,245.62,42.8222,20.7,0.224
42.85652,20.71,0.243,42.858,20.68,0.241,6.51,181.76,42.8595,20.71,0.235,42.8609,20.66,0.244,42.8624,20.77,0.201,6.72,244.63,42.8638,20.71,0.229
42.89822,20.73,0.247,42.8997,20.7,0.239,6.52,181.99,42.9012,20.73,0.236,42.9026,20.67,0.242,42.9041,20.77,0.198,6.72,245.45,42.9055,20.71,0.228
42.93999,20.73,0.254,42.9415,20.7,0.242,6.51,182.23,42.9429,20.73,0.238,42.9444,20.68,0.246,42.9458,20.77,0.203,6.72,244.63,42.9473,20.73,0.232
42.98177,20.71,0.251,42.9832,20.69,0.245,6.52,181.93,42.9847,20.72,0.234,42.9861,20.66,0.24,42.9876,20.76,0.199,6.72,246.45,42.989,20.71,0.229
43.02354,20.73,0.247,43.025,20.69,0.25,6.51,181.76,43.0265,20.71,0.239,43.0279,20.65,0.244,43.0294,20.75,0.2,6.71,246.15,43.0308,20.69,0.23
43.06521,20.74,0.25,43.0667,20.72,0.252,6.51,182.29,43.0682,20.75,0.237,43.0696,20.69,0.249,43.0711,20.8,0.205,6.72,245.8,43.0725,20.75,0.232
43.1069,20.74,0.253,43.1084,20.7,0.242,6.51,181.76,43.1098,20.74,0.236,43.1113,20.67,0.251,43.1127,20.78,0.201,6.72,244.63,43.1142,20.73,0.232
43.14867,20.72,0.244,43.1501,20.69,0.249,6.51,181.41,43.1516,20.72,0.239,43.153,20.66,0.249,43.1545,20.77,0.204,6.72,244.63,43.156,20.72,0.23
43.19044,20.74,0.246,43.1919,20.7,0.252,6.51,181.41,43.1933,20.74,0.242,43.1948,20.68,0.252,43.1963,20.78,0.211,6.72,244.63,43.1977,20.74,0.234
43.23219,20.73,0.242,43.2337,20.7,0.243,6.51,181.29,43.2351,20.73,0.233,43.2366,20.67,0.247,43.238,20.77,0.203,6.72,244.57,43.2395,20.72,0.226
43.27385,20.74,0.245,43.2753,20.71,0.243,6.51,181.17,43.2768,20.74,0.234,43.2782,20.68,0.244,43.2797,20.79,0.203,6.72,244.63,43.2811,20.73,0.225
43.31561,20.73,0.245,43.3171,20.7,0.243,6.51,181.29,43.3186,20.73,0.234,43.32,20.67,0.244,43.3215,20.78,0.203,6.72,245.45,43.3229,20.73,0.228
43.3574,20.72,0.247,43.3589,20.69,0.245,6.51,181.23,43.3603,20.71,0.235,43.3618,20.66,0.246,43.3632,20.76,0.197,6.72,244.57,43.3646,20.72,0.229
43.39912,20.73,0.252,43.4006,20.7,0.25,6.51,181.35,43.402,20.73,0.245,43.4035,20.67,0.261,43.4049,20.78,0.209,6.71,245.45,43.4064,20.73,0.241
43.44083,20.73,0.251,43.4423,20.74,0.249,6.53,184.45,43.4438,20.73,0.249,43.4452,20.65,0.26,43.4467,20.79,0.219,6.74,251.72,43.4481,20.72,0.244
43.4826,20.77,0.244,43.4841,20.73,0.24,6.52,180.7,43.4855,20.77,0.236,43.487,20.71,0.25,43.4885,20.82,0.199,6.73,243.11,43.4899,20.77,0.23
43.52438,20.76,0.245,43.5259,20.72,0.238,6.51,180.47,43.5273,20.76,0.233,43.5287,20.7,0.246,43.5302,20.81,0.201,6.73,244.34,43.5317,20.77,0.229
43.56615,20.77,0.235,43.5676,20.72,0.234,6.51,180.12,43.5691,20.76,0.233,43.5705,20.7,0.243,43.572,20.81,0.192,6.73,242.81,43.5735,20.78,0.223
43.60793,20.75,0.243,43.6094,20.74,0.242,6.52,179.82,43.6109,20.77,0.231,43.6123,20.72,0.241,43.6138,20.82,0.201,6.73,244.63,43.6152,20.77,0.231
43.64971,20.76,0.244,43.6512,20.72,0.252,6.51,180.06,43.6526,20.75,0.242,43.6541,20.7,0.253,43.6556,20.8,0.212,6.73,245.04,43.657,20.75,0.233
43.69148,20.75,0.239,43.693,20.72,0.246,6.51,180.06,43.6944,20.75,0.236,43.6958,20.69,0.246,43.6973,20.79,0.197,6.72,243.75,43.6988,20.74,0.226
43.73326,20.73,0.245,43.7347,20.7,0.243,6.51,180.06,43.7362,20.73,0.235,43.7376,20.66,0.245,43.7391,20.78,0.203,6.72,244.57,43.7406,20.74,0.225
43.77505,20.74,0.245,43.7765,20.7,0.244,6.51,179.88,43.778,20.74,0.235,43.7794,20.67,0.253,43.7809,20.79,0.202,6.72,242.87,43.7823,20.74,0.233
43.81682,20.73,0.245,43.8183,20.7,0.253,6.51,179.77,43.8197,20.74,0.243,43.8212,20.68,0.253,43.8227,20.78,0.202,6.72,244.39,43.8241,20.74,0.233
43.85859,20.75,0.252,43.8601,20.71,0.255,6.5,179.88,43.8615,20.75,0.247,43.863,20.69,0.263,43.8644,20.79,0.212,6.72,242.87,43.8659,20.74,0.243
43.90037,20.73,0.255,43.9019,20.7,0.26,6.5,180.35,43.9033,20.74,0.247,43.9047,20.67,0.263,43.9062,20.78,0.212,6.72,244.45,43.9076,20.73,0.243
43.94214,20.72,0.258,43.9436,20.69,0.257,6.5,180.53,43.9451,20.72,0.245,43.9465,20.66,0.257,43.948,20.78,0.213,6.71,244.57,43.9494,20.72,0.245
43.9839,20.73,0.256,43.9854,20.69,0.258,6.5,180.35,43.9868,20.72,0.252,43.9883,20.66,0.255,43.9897,20.79,0.209,6.72,243.81,43.9913,20.73,0.243
44.02566,20.74,0.257,44.0271,20.71,0.263,6.5,181.17,44.0286,20.74,0.245,44.03,20.67,0.262,44.0315,20.78,0.207,6.71,243.46,44.0329,20.73,0.245
44.06743,20.75,0.255,44.0689,20.72,0.256,6.5,180.23,44.0703,20.74,0.246,44.0718,20.69,0.263,44.0732,20.79,0.212,6.71,242.93,44.0747,20.74,0.243
44.10916,20.72,0.25,44.1106,20.68,0.257,6.5,180.59,44.1122,20.72,0.25,44.1136,20.65,0.26,44.1151,20.76,0.209,6.71,242.87,44.1166,20.7,0.245
44.15091,20.74,0.251,44.1524,20.7,0.263,6.5,180.53,44.1538,20.73,0.253,44.1553,20.67,0.263,44.1567,20.78,0.212,6.71,242.87,44.1582,20.73,0.244
44.19278,20.74,0.257,44.1942,20.71,0.263,6.5,179.71,44.1957,20.75,0.253,44.1971,20.68,0.266,44.1986,20.79,0.212,6.71,242.87,44.2,20.73,0.243
44.2344,20.74,0.257,44.2359,20.7,0.263,6.51,180.18,44.2373,20.73,0.253,44.2387,20.66,0.264,44.2402,20.77,0.212,6.71,242.4,44.2417,20.71,0.244
44.27613,20.74,0.255,44.2776,20.7,0.256,6.5,179.88,44.279,20.74,0.243,44.2805,20.67,0.263,44.2819,20.78,0.212,6.71,242.87,44.2834,20.73,0.243
44.31786,20.75,0.257,44.3193,20.71,0.26,6.5,180.23,44.3208,20.75,0.243,44.3222,20.68,0.263,44.3237,20.77,0.212,6.71,242.87,44.3251,20.72,0.245
44.35958,20.73,0.261,44.361,20.7,0.261,6.49,180.12,44.3625,20.73,0.259,44.3639,20.67,0.269,44.3654,20.77,0.218,6.71,241.17,44.3668,20.73,0.249
44.40144,20.74,0.255,44.4029,20.7,0.258,6.49,180.06,44.4044,20.73,0.244,44.4058,20.67,0.263,44.4072,20.78,0.212,6.71,241.11,44.4088,20.73,0.244
44.44307,20.75,0.255,44.4445,20.72,0.253,6.49,179.65,44.446,20.75,0.245,44.4474,20.68,0.26,44.4489,20.78,0.213,6.71,242.81,44.4503,20.73,0.244
44.4848,20.74,0.255,44.4863,20.71,0.253,6.5,179.24,44.4877,20.74,0.243,44.4891,20.68,0.261,44.4906,20.79,0.212,6.71,241.11,44.492,20.73,0.243
44.52653,20.73,0.255,44.528,20.7,0.263,6.5,180.06,44.5294,20.73,0.247,44.5309,20.67,0.255,44.5323,20.78,0.213,6.71,241.11,44.5338,20.72,0.244
44.56825,20.73,0.259,44.5697,20.7,0.264,6.49,179.41,44.5712,20.73,0.257,44.5726,20.67,0.267,44.5741,20.78,0.216,6.71,241.23,44.5755,20.72,0.249
44.60999,20.73,0.255,44.6115,20.69,0.263,6.49,180.12,44.6129,20.73,0.245,44.6144,20.65,0.263,44.6158,20.76,0.212,6.71,241.46,44.6173,20.7,0.249
44.65175,20.72,0.255,44.6532,20.69,0.263,6.5,179.94,44.6546,20.72,0.247,44.6561,20.66,0.263,44.6576,20.76,0.212,6.71,241.17,44.659,20.71,0.243
44.6935,20.72,0.259,44.695,20.7,0.263,6.49,179.36,44.6964,20.73,0.254,44.6978,20.66,0.273,44.6993,20.78,0.215,6.71,241.17,44.7007,20.72,0.253
44.73522,20.74,0.261,44.7367,20.7,0.262,6.49,179.3,44.7381,20.73,0.252,44.7396,20.66,0.272,44.741,20.78,0.221,6.71,239.88,44.7426,20.74,0.245
44.77697,20.73,0.256,44.7784,20.7,0.269,6.49,178.77,44.7799,20.74,0.253,44.7813,20.67,0.273,44.7828,20.77,0.222,6.71,239.77,44.7842,20.71,0.252
44.81872,20.73,0.265,44.8202,20.69,0.271,6.49,179.24,44.8216,20.73,0.26,44.8231,20.66,0.273,44.8245,20.77,0.222,6.7,239.41,44.826,20.72,0.257
44.86046,20.73,0.265,44.8619,20.69,0.27,6.49,179.18,44.8634,20.73,0.258,44.8648,20.68,0.273,44.8663,20.8,0.222,6.71,239.53,44.8677,20.76,0.253
44.90221,20.74,0.257,44.9037,20.7,0.263,6.49,179.12,44.9051,20.73,0.253,44.9066,20.66,0.266,44.908,20.77,0.219,6.71,241.05,44.9095,20.73,0.247
44.94396,20.71,0.265,44.9454,20.68,0.27,6.49,179.18,44.9469,20.71,0.257,44.9483,20.65,0.273,44.9498,20.76,0.222,6.71,239.71,44.9512,20.72,0.253
44.98569,20.73,0.265,44.9872,20.69,0.263,6.49,178.77,44.9886,20.74,0.263,44.99,20.67,0.273,44.9915,20.78,0.222,6.71,239.88,44.993,20.74,0.253
45.02744,20.74,0.265,45.0289,20.71,0.265,6.49,179.82,45.0304,20.75,0.255,45.0318,20.68,0.273,45.0333,20.77,0.222,6.7,239.41,45.0347,20.73,0.253
45.06919,20.74,0.26,45.0707,20.7,0.264,6.49,179.47,45.0721,20.73,0.254,45.0735,20.66,0.273,45.075,20.77,0.227,6.71,239.41,45.0765,20.72,0.256
45.11094,20.75,0.265,45.1124,20.7,0.273,6.49,179.06,45.1138,20.75,0.263,45.1153,20.68,0.276,45.1168,20.78,0.222,6.71,239.65,45.1182,20.73,0.253
45.15269,20.74,0.26,45.1542,20.69,0.263,6.5,178.89,45.1556,20.73,0.256,45.157,20.67,0.271,45.1585,20.77,0.222,6.71,239.41,45.16,20.73,0.251
45.19444,20.75,0.264,45.1959,20.7,0.272,6.5,178.83,45.1974,20.74,0.262,45.1988,20.67,0.272,45.2003,20.77,0.221,6.7,239.36,45.2017,20.72,0.252
45.23622,20.73,0.263,45.2377,20.69,0.263,6.49,178.71,45.2391,20.72,0.254,45.2406,20.65,0.271,45.2421,20.76,0.224,6.71,239.41,45.2435,20.72,0.254
45.27797,20.73,0.263,45.2794,20.69,0.272,6.49,178.54,45.2809,20.74,0.261,45.2823,20.65,0.278,45.2838,20.77,0.231,6.71,239.47,45.2852,20.72,0.251
45.31972,20.74,0.264,45.3212,20.69,0.268,6.49,178.65,45.3226,20.73,0.262,45.3241,20.67,0.272,45.3256,20.77,0.222,6.7,239.47,45.327,20.74,0.253
45.36148,20.73,0.265,45.363,20.69,0.273,6.49,178.71,45.3644,20.73,0.254,45.3658,20.65,0.273,45.3673,20.77,0.223,6.71,239.41,45.3688,20.72,0.253
45.40324,20.73,0.27,45.4047,20.7,0.271,6.49,179.18,45.4062,20.74,0.263,45.4076,20.68,0.283,45.4091,20.77,0.232,6.71,239.41,45.4105,20.72,0.257
45.44501,20.73,0.257,45.4465,20.69,0.265,6.49,178.65,45.4479,20.72,0.26,45.4494,20.65,0.273,45.4509,20.76,0.222,6.7,239.36,45.4523,20.72,0.253
45.48677,20.72,0.26,45.4883,20.67,0.27,6.49,178.59,45.4897,20.72,0.256,45.4911,20.64,0.273,45.4926,20.75,0.222,6.71,239.36,45.4941,20.71,0.25
45.52853,20.71,0.257,45.53,20.67,0.264,6.49,178.95,45.5315,20.71,0.255,45.5329,20.65,0.273,45.5344,20.77,0.222,6.7,237.77,45.5359,20.74,0.245
45.57023,20.74,0.255,45.5717,20.71,0.261,6.49,178.59,45.5732,20.74,0.254,45.5746,20.68,0.273,45.5761,20.78,0.222,6.71,238.65,45.5776,20.74,0.244
45.61193,20.73,0.257,45.6134,20.69,0.265,6.49,178.36,45.6149,20.73,0.255,45.6163,20.66,0.272,45.6178,20.77,0.225,6.7,237.6,45.6193,20.72,0.245
45.65362,20.73,0.265,45.6551,20.69,0.27,6.49,178.07,45.6566,20.73,0.263,45.658,20.67,0.275,45.6595,20.78,0.233,6.7,236.66,45.6609,20.75,0.253
45.69532,20.75,0.254,45.6968,20.71,0.268,6.49,177.77,45.6983,20.75,0.252,45.6997,20.67,0.269,45.7012,20.77,0.229,6.7,236.48,45.7026,20.74,0.249
45.73701,20.74,0.259,45.7385,20.7,0.269,6.49,177.19,45.74,20.74,0.249,45.7414,20.65,0.27,45.7429,20.76,0.23,6.7,235.96,45.7443,20.72,0.248
45.77872,20.74,0.26,45.7802,20.7,0.268,6.49,177.66,45.7816,20.73,0.258,45.7831,20.66,0.275,45.7846,20.77,0.228,6.71,235.96,45.786,20.72,0.25
45.82041,20.74,0.255,45.8219,20.69,0.269,6.49,177.89,45.8233,20.73,0.254,45.8248,20.66,0.273,45.8263,20.75,0.233,6.7,236.78,45.8277,20.73,0.243
45.86209,20.75,0.265,45.8636,20.7,0.273,6.49,177.83,45.865,20.74,0.255,45.8665,20.66,0.274,45.868,20.77,0.233,6.7,235.96,45.8694,20.74,0.243
45.9038,20.74,0.265,45.9053,20.71,0.273,6.49,178.01,45.9067,20.73,0.263,45.9082,20.65,0.274,45.9097,20.77,0.229,6.71,236.31,45.9111,20.74,0.244
45.9455,20.73,0.261,45.947,20.68,0.273,6.49,177.83,45.9484,20.72,0.263,45.9499,20.66,0.275,45.9514,20.76,0.233,6.7,235.96,45.9528,20.73,0.243
45.9872,20.76,0.263,45.9887,20.71,0.263,6.48,177.71,45.9901,20.74,0.254,45.9916,20.67,0.273,45.9931,20.78,0.233,6.7,235.96,45.9945,20.75,0.253
46.02889,20.73,0.256,46.0304,20.68,0.273,6.48,177.77,46.0318,20.73,0.254,46.0333,20.63,0.274,46.0348,20.75,0.236,6.7,236.02,46.0362,20.73,0.244
46.07059,20.72,0.265,46.0721,20.67,0.273,6.49,177.77,46.0735,20.71,0.253,46.075,20.64,0.273,46.0765,20.75,0.233,6.7,235.96,46.0779,20.73,0.253
46.11228,20.72,0.258,46.1138,20.68,0.268,6.49,177.66,46.1152,20.71,0.254,46.1167,20.64,0.279,46.1182,20.74,0.233,6.7,235.96,46.1196,20.72,0.244
46.15398,20.74,0.263,46.1555,20.7,0.271,6.49,177.48,46.1569,20.76,0.261,46.1584,20.66,0.281,46.1598,20.77,0.241,6.7,235.96,46.1613,20.72,0.251
46.19566,20.74,0.264,46.1971,20.69,0.272,6.49,177.25,46.1986,20.72,0.262,46.2,20.65,0.283,46.2015,20.76,0.242,6.7,235.96,46.203,20.74,0.248
46.23733,20.72,0.265,46.2388,20.68,0.273,6.49,177.83,46.2403,20.73,0.263,46.2417,20.65,0.279,46.2432,20.76,0.233,6.7,235.96,46.2447,20.74,0.246
46.27903,20.74,0.275,46.2805,20.7,0.273,6.49,177.66,46.282,20.74,0.269,46.2834,20.66,0.282,46.2849,20.77,0.233,6.7,237.13,46.2863,20.75,0.247
46.32072,20.73,0.263,46.3222,20.67,0.276,6.49,178.3,46.3237,20.71,0.261,46.3251,20.64,0.271,46.3266,20.74,0.235,6.7,237.66,46.328,20.72,0.251
46.36242,20.73,0.263,46.3639,20.69,0.274,6.49,178.18,46.3654,20.72,0.261,46.3668,20.64,0.272,46.3683,20.74,0.233,6.7,236.02,46.3698,20.73,0.242
46.40412,20.72,0.26,46.4056,20.68,0.272,6.49,178.24,46.407,20.71,0.262,46.4085,20.63,0.273,46.41,20.74,0.235,6.7,235.96,46.4114,20.74,0.242
46.4458,20.74,0.265,46.4473,20.69,0.273,6.49,             ,46.4488,20.73,0.258,46.4502,20.65,0.273,46.4517,20.76,0.236,6.7,237.3,46.4531,20.74,0.243
46.4875,20.73,0.262,46.489,20.67,0.273,6.49,             ,46.4905,20.71,0.263,46.4919,20.64,0.276,46.4934,20.74,0.234,6.69,235.96,46.4948,20.73,0.243
46.5292,20.74,0.261,46.5307,20.69,0.273,6.49,             ,46.5322,20.73,0.262,46.5336,20.65,0.275,46.5351,20.75,0.233,6.69,237.6,46.5365,20.75,0.243
46.5709,20.72,0.259,46.5724,20.68,0.273,6.48,             ,46.5739,20.72,0.263,46.5753,20.65,0.275,46.5768,20.76,0.233,6.69,235.96,46.5782,20.75,0.237
46.6126,20.73,0.261,46.6141,20.69,0.273,6.49,             ,46.6156,20.72,0.253,46.617,20.66,0.274,46.6185,20.75,0.235,6.69,236.25,46.6199,20.75,0.237
46.65431,20.75,0.257,46.6558,20.7,0.274,6.48,             ,46.6573,20.73,0.263,46.6587,20.66,0.283,46.6602,20.76,0.237,6.69,235.96,46.6616,20.76,0.243
46.69601,20.72,0.256,46.6975,20.67,0.265,6.49,177.95,46.6989,20.72,0.255,46.7004,20.64,0.274,46.7018,20.75,0.233,6.69,235.96,46.7033,20.74,0.237
46.73778,20.75,0.261,46.7392,20.73,0.275,6.49,177.83,46.7407,20.77,0.263,46.7421,20.68,0.281,46.7436,20.78,0.243,6.69,235.96,46.7451,20.77,0.243
46.77955,20.72,0.255,46.781,20.67,0.273,6.49,177.83,46.7825,20.71,0.253,46.7839,20.63,0.273,46.7854,20.73,0.233,6.69,235.9,46.7868,20.73,0.233
46.82132,20.73,0.255,46.8228,20.69,0.273,6.49,177.89,46.8242,20.73,0.253,46.8257,20.65,0.275,46.8272,20.74,0.235,6.7,237.13,46.8286,20.73,0.243
46.86309,20.74,0.265,46.8646,20.68,0.273,6.48,177.95,46.866,20.72,0.263,46.8674,20.65,0.283,46.8689,20.73,0.245,6.69,236.43,46.8704,20.73,0.243
46.90486,20.75,0.262,46.9063,20.7,0.277,6.48,177.83,46.9078,20.74,0.265,46.9092,20.66,0.283,46.9107,20.75,0.243,6.69,237.71,46.9122,20.75,0.243
46.94655,20.76,0.266,46.948,20.69,0.275,6.48,178.36,46.9495,20.72,0.269,46.9509,20.64,0.283,46.9524,20.73,0.243,6.69,237.71,46.9539,20.72,0.245
46.98824,20.74,0.267,46.9897,20.68,0.283,6.48,178.65,46.9912,20.73,0.263,46.9926,20.65,0.287,46.9941,20.75,0.245,6.69,237.89,46.9956,20.76,0.245
47.02994,20.74,0.267,47.0314,20.7,0.279,6.48,177.77,47.0329,20.74,0.269,47.0343,20.67,0.28,47.0358,20.76,0.24,6.69,237.71,47.0373,20.75,0.248
47.07164,20.75,0.259,47.0731,20.7,0.273,6.48,178.83,47.0746,20.74,0.263,47.076,20.67,0.281,47.0775,20.76,0.247,6.69,238.24,47.079,20.76,0.245
47.11334,20.74,0.265,47.1148,20.69,0.274,6.48,178.54,47.1163,20.73,0.263,47.1177,20.67,0.278,47.1192,20.75,0.244,6.69,239.41,47.1207,20.76,0.244
47.15503,20.74,0.262,47.1565,20.69,0.273,6.48,178.83,47.158,20.73,0.265,47.1594,20.66,0.277,47.1609,20.74,0.243,6.69,237.71,47.1624,20.75,0.243
47.19674,20.74,0.265,47.1982,20.69,0.279,6.49,178.65,47.1997,20.74,0.263,47.2011,20.66,0.283,47.2026,20.76,0.243,6.69,239.41,47.2041,20.76,0.236
47.23844,20.73,0.268,47.2399,20.68,0.276,6.49,179.47,47.2414,20.71,0.266,47.2428,20.65,0.286,47.2443,20.77,0.246,6.69,239.41,47.2458,20.77,0.246
47.28014,20.72,0.265,47.2816,20.67,0.277,6.48,179,47.2831,20.72,0.266,47.2845,20.66,0.283,47.286,20.75,0.247,6.69,239.94,47.2875,20.76,0.243
47.32183,20.74,0.265,47.3233,20.67,0.279,6.49,179.47,47.3248,20.71,0.263,47.3262,20.64,0.274,47.3277,20.72,0.253,6.69,239.41,47.3292,20.73,0.245
47.36353,20.73,0.265,47.365,20.66,0.283,6.48,179.3,47.3665,20.71,0.263,47.3679,20.64,0.274,47.3694,20.73,0.251,6.69,239.53,47.3709,20.71,0.243
47.40522,20.72,0.265,47.4067,20.66,0.276,6.48,179,47.4082,20.69,0.264,47.4096,20.62,0.274,47.4111,20.71,0.243,6.69,239.82,47.4126,20.7,0.243
47.44699,20.75,0.255,47.4485,20.67,0.273,6.49,179.18,47.4499,20.71,0.263,47.4514,20.63,0.275,47.4529,20.73,0.252,6.69,239.53,47.4543,20.73,0.245
47.48868,20.76,0.262,47.4902,20.7,0.276,6.5,179.36,47.4916,20.74,0.263,47.4931,20.66,0.271,47.4946,20.75,0.239,6.7,240.41,47.496,20.74,0.243
47.53038,20.76,0.256,47.5319,20.71,0.273,6.52,186.39,47.5333,20.75,0.263,47.5348,20.68,0.273,47.5363,20.78,0.244,6.73,248.55,47.5377,20.78,0.243
